Where	Sub	Type	method	Text	Translation	File Directory	File Name	size	sha256	identifier	Reworked by	Contributors	Attribution	DESCRIPTION	max_length
Tutorial	Billboard	1. Settings	replace	"1. Settings

Welcome to Road to Vostok Tutorial

This Tutorial will guide you through the most
important game mechanics and controls

Let's start with settings

You can access Settings with [ESC]

Through these settings you can change inputs,
different system values and performance options

?? = Performance options"	"1. 設定

『Road to Vostok』チュートリアルへようこそ

このチュートリアルでは、ゲームの
最も重要な仕組みと操作方法について解説します

まずは設定から始めましょう

設定画面は [ESC] キーで表示できます

この設定画面では、入力設定や
各種システム値、パフォーマンスオプションを変更できます

?? = パフォーマンスオプション"	\Assets\Tutorial\Billboards\Files	TX_Tutorial_Settings.png	97428	178dd2be533d477e3d81e7b729e86ae16e87f8e0cd32e2643a019812c3335afc	428			Performance Icon: Hand-crafted (Reconstruction)		
Tutorial	Billboard	2. Interface	replace	"2. Interface

Interface is your main UI which contains elements
such as inventory, equipment, vitals and stats

You can access Interfae with [TAB]

If you want more information about an item, icon
or specific value, you can use Tooltip

Try Tooltip by opening Interface
and point the character health value"	"2. インターフェース

インターフェースは、インベントリ、装備、
体力、ステータスなどの要素を含む
メインのUIです

[TAB]キーを押すとインターフェースを表示できます。

アイテム、アイコン、または特定の数値について
詳細を知りたい場合は、ツールチップを使用できます

インターフェースを開き、キャラクターの
体力値にカーソルを合わせて、ツールチップを試してみてください"	\Assets\Tutorial\Billboards\Files	TX_Tutorial_Interface.png	90866	3471fa6ac1e234e4ad0c5ed3658d3e07c259d383bc43d3791929da436303ee37	430					
Tutorial	Billboard	3. Loot & Items	replace	"3. Loot & Items

All objects that logically have storage space are 
interactable loot containers

Loot is generated to these containers and items 
are also physically scattered to the game world


You can open, pick and interact with [MMB]

When you have items available in Interface, you can 
choose item actions with Context Menu [RMB]

Open container and try Context Menu with items"	"3. 戦利品とアイテム

論理的に収納スペースを持つすべてのオブジェクトは、
操作可能な戦利品コンテナです

戦利品はこれらのコンテナに生成され、アイテムは
ゲームワールド内に物理的に散らばります


[MMB]でコンテナを開いたり、アイテムを拾ったり、操作したりできます

インターフェースにアイテムが表示されている場合は、
コンテキストメニュー [RMB] からアイテムのアクションを選択できます

コンテナを開き、アイテムに対してコンテキストメニューを試してみてください"	\Assets\Tutorial\Billboards\Files	TX_Tutorial_Items.png	109793	675413455a413a690133e1579f09997829d5fa6a9bdff93322a333f9bf4af28a	432					
Tutorial	Billboard	4. Equipment	replace	"4. Equipment

Equipment are dedicated items slots 
and linked to several important character stats

Equipment can increase your Carry Capacity [CC] 
and give you abilities like flashlight and fire making


You can find equipment slots in Interface
You can activate equipment slots by 
moving compatible items to them

Open container and try equipping items"	"4. 装備

装備は専用のアイテムスロットであり、
キャラクターの重要なステータスと連動しています

装備は「運搬容量[CC］」を増やしたり、
懐中電灯や火おこしなどの能力を付与したりします


装備スロットは「インターフェース」から確認できます。
対応するアイテムをスロットにドラッグ＆ドロップすることで、
装備を有効化できます

コンテナを開き、アイテムを装備してみてください"	\Assets\Tutorial\Billboards\Files	TX_Tutorial_Equipment.png	103322	63cc2673b82a91bc1e9ecb0220e431379f9e965d1e99736684edda3191175fd9	434					
Tutorial	Billboard	5. Medical & Conditions	replace	"5. Medical & Conditions

Medical system is based on conditions that 
negatively affect your character's vital stats

These conditions are presented as medical icons 
and you can find them in Interface and HUD


When a medical icon turns red, the condition is 
active and needs to be cured using a medical item

You can see causes, symptoms and cures with Tooltip

Open container and try using some medical items"	"5. 医療と状態異常

医療システムは、
キャラクターの主要ステータスに悪影響を及ぼす状態異常
に基づいています

これらの状態異常は医療アイコンとして表示され、
インターフェースやHUDで確認できます


医療アイコンが赤くなると、その状態異常が
発動していることを示し、医療アイテムを使って治療する必要があります

ツールチップで原因、症状、治療法を確認できます

コンテナを開き、医療アイテムを使ってみてください"	\Assets\Tutorial\Billboards\Files	TX_Tutorial_Medical.png	114610	29640b5b62915aa772eb0feb9865b1632266528fed3282921c25a3a67f523fbf	436					
Tutorial	Billboard	6. Weapons	replace	"6. Weapons

Weapons are equipment and they use 
Primary, Secondary, Knife and Grenade slots

When a weapon is equipped you can draw 
and holster from slots with keys [1] [2] [3] [4] [5]


Every firearm can use Primary slot but only 
pistols and SMG's can utilize Secondary slot

Open container, equip a weapon and draw it
| [RMB] = Aim (ADS) | [F] = Firemode |
| [MMB] = Canted aim | [X]=Inspect weapon |
| [SCROLL] = Weapon position | [SCROLL] = Inspect rotation |"	"6. 武器

武器は装備品であり、
メイン、サブ、ナイフ、手榴弾のスロットを使用します

武器を装備すると、
[1] [2] [3] [4] [5] キーでスロットから武器を抜き、
ホルスターに収めることができます


すべての銃器はメインスロットを使用できますが、
サブスロットを利用できるのはピストルとSMGのみです

コンテナを開き、武器を装備して抜刀する
| [右クリック] = 照準 (ADS) | [F] = 発射モード |
| [中クリック] = 傾斜照準 | [X] = 武器の詳細 |
| [スクロール] = 武器の位置 | [スクロール] = 回転の確認 |"	\Assets\Tutorial\Billboards\Files	TX_Tutorial_Weapons.png	120113	501bb46461dbe98d0da71d9cb65f92a724e9720388ce255d36a4a1e84b8bb2ed	438					
Tutorial	Billboard	7. Ammo & Magazines	replace	"7. Ammo & Magazines

Weapon system uses seperated magazines
and caliber-based ammo types

You can load a magazine by moving a compatible
ammo type to the magazine with Interface

You can unload a magazine with Context Menu [RMB]

Magazines can be attached to weapons manually
or with [R] which fetches a loaded magazine for you

Open container, use Tooltip to identify the ammo
and magazine compatibility, Load -> Attach -> Fire

[LMB] = Fire [V] = ammo check [CTRL] -> [LMB] = Bullet insert (Bolts & Shotguns)"	"7. 弾薬とマガジン

武器システムでは、個別のマガジン
および口径に応じた弾薬タイプが採用されています

インターフェースを使用して、互換性のある
弾薬タイプをマガジンにドラッグすることで、マガジンに装填できます

コンテキストメニュー [右クリック] でマガジンを抜くことができます

マガジンは手動で武器に装着するか、
[R]キーを押して装填済みのマガジンを自動的に取り付けることができます

コンテナを開き、ツールチップで弾薬と
マガジンの互換性を確認した後、「装填」→「装着」→「発射」の順で行ってください

[左クリック] = 発射 [V] = 弾薬確認 [Ctrl] + [左クリック] = 弾丸挿入（ボルトアクション銃およびショットガン）"	\Assets\Tutorial\Billboards\Files	TX_Tutorial_Ammo.png	136812	9b83d174446ee3d6c286194c33deddd36239f3dc25deec2d77a26e60b58ff3d4	440					
Tutorial	Billboard	8. Attachments	replace	"8. Attachements

You can customize weapons by attaching 
suppressors, optics and lasers to them

You can add/swap attachments like magazines 
with Interface and remove using Context Menu


Open container, use Tooltip or item hover colors to 
identify attachment compatibility and try customizing
[HOLD CTRL] + [SCROLL] = Optic rail position
[SCROLL] = LPVO zoom level
[ALT] = Secondary optic
[T] = Laser toggle"	"8. アタッチメント

サプレッサー、光学サイト、レーザーなどを
装着して、武器をカスタマイズできます

インターフェースを使ってマガジンなどの
アタッチメントを追加・交換し、コンテキストメニューで取り外すことができます


コンテナを開き、ツールチップやアイテムのホバー表示の色を確認して
アタッチメントの互換性を確認し、カスタマイズを試してみてください
[CTRLキーを押したまま] + [スクロール] = 光学サイトレールの位置
[スクロール] = LPVOのズームレベル
[ALT] = セカンダリ光学サイト
[T] = レーザーのオン/オフ"	\Assets\Tutorial\Billboards\Files	TX_Tutorial_Attachments.png	111354	ab59b8fe1bebc497a8108a0558837c9de63e625fb2613d45e62ee987a7d9f01f	442					
Tutorial	Billboard	9. Knives & Grenades	replace	"9. Knives & Grenades

When a knife is equipped, you can draw it with key [3]

You can use slash attack with [LMB] 
and stab attack with [RMB]


You have two grenades slots and you can draw 
grenades with keys [4] and [5]

You can prepare high throw with [LMB] 
and low throw with [RMB]

Second press executes and opposite button resets the throw"	"9. ナイフと手榴弾

ナイフを装備している場合、キー [3] で抜き出すことができます

[左クリック] で斬りつけ攻撃、
[右クリック] で突き攻撃を行うことができます


手榴弾の装備スロットは二つあり、
キー[4]と[5]で手榴弾を取り出せます

[LMB]で高投擲、
[RMB]で低投擲の準備ができます

ボタンを二度押すと投擲が実行され、反対のボタンを押すとリセットされます"	\Assets\Tutorial\Billboards\Files	TX_Tutorial_Grenades.png	107848	e5148a4c72c630ea886949ddf014d8bd89b3f7fd8cc145998fa0ddc81329d29f	444					
Tutorial	Billboard	10. Armor	replace	"10. Armor

Armor system is based on NIJ-rated (II-IV)
helmets, armor plates, and plate carriers (rigs)

Armor protection level is directly linked
to ammo/weapon penetration level which
both can be checked using Tooltip


Open container, equip helmet and plate carrier and
try attaching armor plate to the rig like attachments

|NIJ II = Level 1| 1. If protection matches penetration, armor can take 3-4 shots|
|NIJ IIA = Level2| 2. Each hit reduces armor condition, armor breaks at 0%|
|NIJ III = Level 3| 3. Higher lever penetration breaks the armor immediately|
|NIJ III+ = Level 4| 4. Helmets prevent critical medical condition Headshot|
|NIJ IV = Level 5| 5. Armor plates prevent critical medical condition Rupture|"	"10. アーマー

アーマーシステムは、NIJ規格（II～IV）に準拠した
ヘルメット、アーマープレート、プレートキャリア（リグ）に基づいています

防具の防御レベルは、
弾薬や武器の貫通レベルと直接連動しており、
どちらもツールチップで確認可能です


コンテナを開き、ヘルメットとプレートキャリアを装備し、
アタッチメントのように防具プレートをリグに取り付けてみてください

|NIJ II = レベル1| 1. 防御力が貫通力と同等の場合、防具は3～4発の攻撃に耐えます|
|NIJ IIA = レベル2| 2. 被弾ごとに装甲状態が低下し、0%で破壊される|
|NIJ III = レベル3| 3. より高いレベルの貫通力を持つ弾丸は即座に装甲を破壊する|
|NIJ III+ = レベル4| 4. ヘルメットはヘッドショットによる重篤な状態を防止する|
|NIJ IV = レベル5| 5. 装甲プレートは内臓破裂による重篤な状態を防止する|"	\Assets\Tutorial\Billboards\Files	TX_Tutorial_Armor.png	142342	34e1fed9502c316d573a33416794aa3b9ff8b50fa1ef551fa9d3b5aa70cd7e4b	446					
