Where	Sub	Type	method	Text	Translation	File Directory	File Name	size	sha256	identifier	Reworked by	Contributors	Attribution	DESCRIPTION	max_length
Tutorial	Billboard	1. Settings	replace	"1. Settings

Welcome to Road to Vostok Tutorial

This Tutorial will guide you through the most
important game mechanics and controls

Let's start with settings

You can access Settings with [ESC]

Through these settings you can change inputs,
different system values and performance options

?? = Performance options"	"1. 設定

歡迎來到《Road to Vostok》教學

本教學將引導您了解
最重要的遊戲機制與操作方式

讓我們從設定開始

您可以透過 [ESC] 鍵進入設定

透過這些設定，您可以調整輸入設定、
各項系統數值以及效能選項

?? = 效能選項"	\Assets\Tutorial\Billboards\Files	TX_Tutorial_Settings.png	97428	178dd2be533d477e3d81e7b729e86ae16e87f8e0cd32e2643a019812c3335afc	428			Performance Icon: Hand-crafted (Reconstruction)		
Tutorial	Billboard	2. Interface	replace	"2. Interface

Interface is your main UI which contains elements
such as inventory, equipment, vitals and stats

You can access Interfae with [TAB]

If you want more information about an item, icon
or specific value, you can use Tooltip

Try Tooltip by opening Interface
and point the character health value"	"2. 介面

介面是您的主要使用者介面，其中包含
諸如物品欄、裝備、生命值及屬性等元素

您可以透過 [TAB] 鍵開啟介面

若想了解某項物品、圖示
或特定數值的更多資訊，您可以使用工具提示

請開啟介面並將游標移至
角色生命值處，即可試用工具提示"	\Assets\Tutorial\Billboards\Files	TX_Tutorial_Interface.png	90866	3471fa6ac1e234e4ad0c5ed3658d3e07c259d383bc43d3791929da436303ee37	430					
Tutorial	Billboard	3. Loot & Items	replace	"3. Loot & Items

All objects that logically have storage space are 
interactable loot containers

Loot is generated to these containers and items 
are also physically scattered to the game world


You can open, pick and interact with [MMB]

When you have items available in Interface, you can 
choose item actions with Context Menu [RMB]

Open container and try Context Menu with items"	"3. 戰利品與物品

所有在邏輯上具有儲存空間的物件，
皆為可互動的戰利品容器

戰利品會生成於這些容器中，
同時物品也會實體散落於遊戲世界中


您可以使用 [中鍵] 來開啟、拾取及與其互動

當介面中有可用物品時，
您可以透過 [右鍵] 的快顯選單選擇物品操作

開啟容器並嘗試對物品使用快顯選單"	\Assets\Tutorial\Billboards\Files	TX_Tutorial_Items.png	109793	675413455a413a690133e1579f09997829d5fa6a9bdff93322a333f9bf4af28a	432					
Tutorial	Billboard	4. Equipment	replace	"4. Equipment

Equipment are dedicated items slots 
and linked to several important character stats

Equipment can increase your Carry Capacity [CC] 
and give you abilities like flashlight and fire making


You can find equipment slots in Interface
You can activate equipment slots by 
moving compatible items to them

Open container and try equipping items"	"4. 裝備

裝備是專用的物品欄位，
並與幾項重要的角色屬性相關聯

裝備可以提升你的負重能力 [CC]，
並賦予你手電筒和生火等能力


你可以在「介面」中找到裝備欄位
你可以透過
將相容的物品拖曳至這些欄位來啟用裝備欄位

打開容器並嘗試裝備物品"	\Assets\Tutorial\Billboards\Files	TX_Tutorial_Equipment.png	103322	63cc2673b82a91bc1e9ecb0220e431379f9e965d1e99736684edda3191175fd9	434					
Tutorial	Billboard	5. Medical & Conditions	replace	"5. Medical & Conditions

Medical system is based on conditions that 
negatively affect your character's vital stats

These conditions are presented as medical icons 
and you can find them in Interface and HUD


When a medical icon turns red, the condition is 
active and needs to be cured using a medical item

You can see causes, symptoms and cures with Tooltip

Open container and try using some medical items"	"5. 醫療與狀態

醫療系統是基於會
對角色生命值造成負面影響的狀態

這些狀態會以醫療圖示呈現
你可以在介面和HUD中找到它們


當醫療圖示變紅時，表示該狀態
已生效，需要使用醫療物品來治療

你可以透過工具提示查看成因、症狀和治療方法

打開背包並嘗試使用一些醫療物品"	\Assets\Tutorial\Billboards\Files	TX_Tutorial_Medical.png	114610	29640b5b62915aa772eb0feb9865b1632266528fed3282921c25a3a67f523fbf	436					
Tutorial	Billboard	6. Weapons	replace	"6. Weapons

Weapons are equipment and they use 
Primary, Secondary, Knife and Grenade slots

When a weapon is equipped you can draw 
and holster from slots with keys [1] [2] [3] [4] [5]


Every firearm can use Primary slot but only 
pistols and SMG's can utilize Secondary slot

Open container, equip a weapon and draw it
| [RMB] = Aim (ADS) | [F] = Firemode |
| [MMB] = Canted aim | [X]=Inspect weapon |
| [SCROLL] = Weapon position | [SCROLL] = Inspect rotation |"	"6. 武器

武器屬於裝備，並使用
主武器、副武器、匕首和手榴彈槽位

裝備武器後，可透過按鍵 [1] [2] [3] [4] [5]
從槽位中拔出或收納武器


所有槍械皆可使用主武器槽位，但僅
手槍和衝鋒槍可使用副武器槽位

開啟背包、裝備武器並拔槍
| [右鍵] = 瞄準 (ADS) | [F] = 射擊模式 |
| [中鍵] = 傾斜瞄準 | [X] = 檢視武器 |
| [滾輪] = 武器位置 | [滾輪] = 檢視旋轉 |"	\Assets\Tutorial\Billboards\Files	TX_Tutorial_Weapons.png	120113	501bb46461dbe98d0da71d9cb65f92a724e9720388ce255d36a4a1e84b8bb2ed	438					
Tutorial	Billboard	7. Ammo & Magazines	replace	"7. Ammo & Magazines

Weapon system uses seperated magazines
and caliber-based ammo types

You can load a magazine by moving a compatible
ammo type to the magazine with Interface

You can unload a magazine with Context Menu [RMB]

Magazines can be attached to weapons manually
or with [R] which fetches a loaded magazine for you

Open container, use Tooltip to identify the ammo
and magazine compatibility, Load -> Attach -> Fire

[LMB] = Fire [V] = ammo check [CTRL] -> [LMB] = Bullet insert (Bolts & Shotguns)"	"7. 彈藥與彈匣

武器系統採用獨立彈匣
並依據口徑區分彈藥類型

您可透過介面將相容的
彈藥類型拖曳至彈匣中進行裝填

您可透過右鍵點擊開啟的選單 [RMB] 卸下彈匣

彈匣可手動裝上武器
或按 [R] 鍵自動取用已裝填的彈匣

開啟裝備欄，透過工具提示確認
彈藥與彈匣的相容性，依序進行「裝填」→「裝上」→「開火」

[左鍵] = 開火 [V] = 檢查彈藥 [Ctrl] + [左鍵] = 裝填子彈（栓動步槍與霰彈槍）"	\Assets\Tutorial\Billboards\Files	TX_Tutorial_Ammo.png	136812	9b83d174446ee3d6c286194c33deddd36239f3dc25deec2d77a26e60b58ff3d4	440					
Tutorial	Billboard	8. Attachments	replace	"8. Attachements

You can customize weapons by attaching 
suppressors, optics and lasers to them

You can add/swap attachments like magazines 
with Interface and remove using Context Menu


Open container, use Tooltip or item hover colors to 
identify attachment compatibility and try customizing
[HOLD CTRL] + [SCROLL] = Optic rail position
[SCROLL] = LPVO zoom level
[ALT] = Secondary optic
[T] = Laser toggle"	"8. 配件

您可以透過裝配
消音器、瞄準鏡和雷射瞄準器來自訂武器

您可以透過介面像更換彈匣一樣
添加/更換配件，並透過右鍵選單移除


開啟裝備介面，透過工具提示或物品懸停時的顏色
確認配件相容性，並嘗試進行自訂
[按住 CTRL] + [滾輪] = 瞄準鏡導軌位置
[滾輪] = LPVO 變焦等級
[ALT] = 副瞄準鏡
[T] = 雷射瞄準器開關"	\Assets\Tutorial\Billboards\Files	TX_Tutorial_Attachments.png	111354	ab59b8fe1bebc497a8108a0558837c9de63e625fb2613d45e62ee987a7d9f01f	442					
Tutorial	Billboard	9. Knives & Grenades	replace	"9. Knives & Grenades

When a knife is equipped, you can draw it with key [3]

You can use slash attack with [LMB] 
and stab attack with [RMB]


You have two grenades slots and you can draw 
grenades with keys [4] and [5]

You can prepare high throw with [LMB] 
and low throw with [RMB]

Second press executes and opposite button resets the throw"	"9. 刀具與手榴彈

裝備刀具時，可按 [3] 鍵拔刀

按 [左鍵] 可進行劈砍攻擊，
按 [右鍵] 可進行刺擊攻擊


你有兩個手榴彈槽位，可透過按鍵 [4] 和 [5] 
取出手榴彈

可使用 [左鍵] 進行高擲
並使用 [右鍵] 進行低擲

再次按下執行投擲，反向按鍵則重置投擲"	\Assets\Tutorial\Billboards\Files	TX_Tutorial_Grenades.png	107848	e5148a4c72c630ea886949ddf014d8bd89b3f7fd8cc145998fa0ddc81329d29f	444					
Tutorial	Billboard	10. Armor	replace	"10. Armor

Armor system is based on NIJ-rated (II-IV)
helmets, armor plates, and plate carriers (rigs)

Armor protection level is directly linked
to ammo/weapon penetration level which
both can be checked using Tooltip


Open container, equip helmet and plate carrier and
try attaching armor plate to the rig like attachments

|NIJ II = Level 1| 1. If protection matches penetration, armor can take 3-4 shots|
|NIJ IIA = Level2| 2. Each hit reduces armor condition, armor breaks at 0%|
|NIJ III = Level 3| 3. Higher lever penetration breaks the armor immediately|
|NIJ III+ = Level 4| 4. Helmets prevent critical medical condition Headshot|
|NIJ IV = Level 5| 5. Armor plates prevent critical medical condition Rupture|"	"10. 護甲

護甲系統採用符合 NIJ 標準（II-IV 級）的
頭盔、護甲板及護甲背心（裝備架）

護甲防護等級與
彈藥／武器的穿透等級直接相關，
兩者皆可透過工具提示查看


開啟裝備欄，裝備頭盔與護甲背心，
並嘗試將護甲板像配件一樣裝配至背心上

|NIJ II = 1級| 1. 若防護等級等同於穿透等級，護甲可承受3-4發子彈|
|NIJ IIA = 2級| 2. 每次中彈都會降低護甲狀態，護甲狀態降至0%時即破裂|
|NIJ III = 3級| 3. 更高穿透等級的攻擊會立即破裂護甲|
|NIJ III+ = 4級| 4. 頭盔可防止頭部中彈導致的危急醫療狀態|
|NIJ IV = 5級| 5. 防彈板可防止內臟破裂導致的危急醫療狀態|"	\Assets\Tutorial\Billboards\Files	TX_Tutorial_Armor.png	142342	34e1fed9502c316d573a33416794aa3b9ff8b50fa1ef551fa9d3b5aa70cd7e4b	446					
